communityname,ViolentCR,householdsize,agePct12t21,PctUrban,medIncome,pctWSocSec,pctWPubAsst,pctWRetire,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,MalePctNevMarr,TotalPctDiv,PersPerFam,PctFam2Par,PctWorkMom,PctRecentImmig,PctHousOccup,PctHousOwnOcc,RentMedian,PctForeignBorn,PctBornSameState,PopDens,PctUsePubTrans
Roycity,1.582336972,0.73,0.55,1,0.39,0.3,0.13,0.71,0.1,0.07,0.17,0.24,0.21,0.25,0.42,0.79,0.79,0.88,0.03,0.88,0.79,0.22,0.04,0.72,0.3,0.07
Marlborotownship,0.710542993,0.84,0.48,0.84,0.96,0.3,0.1,0.31,0.06,0.08,0.14,0.72,0.2,0.39,0.07,0.72,0.99,0.28,0.18,0.86,0.98,0.85,0.27,0.33,0.08,0.73
Piedmontcity,0.642058274,0.53,0.3,1,1,0.47,0.07,0.53,0.03,0.01,0.03,1,0.02,0.25,0.3,0.5,0.86,0.44,0.1,0.93,0.92,1,0.34,0.53,0.53,0.51
Dumontborough,0.260691795,0.51,0.32,1,0.61,0.56,0.13,0.6,0.07,0.25,0.31,0.33,0.22,0.41,0.19,0.58,0.87,0.45,0.32,0.94,0.71,0.62,0.43,0.44,0.72,0.59
Fairbankscity,3.171382301,0.53,0.48,0,0.34,0.15,0.36,0.36,0.27,0.14,0.22,0.28,0.57,0.51,0.7,0.55,0.62,0.55,0.09,0.44,0.13,0.42,0.14,0.19,0.08,0.07
Brentwoodcity,0.357924859,0.68,0.55,1,0.97,0.17,0.06,0.31,0.02,0.02,0.05,0.9,0.14,0.22,0.12,0.6,0.97,0.19,0.11,0.85,0.95,0.72,0.08,0.39,0.05,0.03
Azusacity,2.744932512,0.76,0.54,1,0.33,0.3,0.59,0.31,0.37,0.64,0.66,0.18,0.54,0.65,0.58,0.85,0.52,0.35,1,0.84,0.36,0.56,0.88,0.48,0.38,0.14
Gainesvillecity,1.199726777,0.36,0.39,0,0.14,0.71,0.38,0.44,0.57,0.53,0.58,0.18,0.41,0.23,0.56,0.42,0.6,0.45,0.11,0.53,0.55,0.14,0.12,0.75,0.09,0.01
DeerParkcity,0.932229023,0.69,0.55,1,0.57,0.19,0.12,0.27,0.12,0.14,0.25,0.23,0.31,0.27,0.46,0.65,0.8,0.47,0.04,0.89,0.71,0.3,0.09,0.71,0.22,0
WhitefishBayvillage,0.134380671,0.42,0.26,1,0.69,0.44,0.1,0.43,0.01,0.04,0.04,1,0.05,0.21,0.22,0.44,0.87,0.49,0.23,0.96,0.83,0.52,0.15,0.62,0.56,0.13
Kissimmeecity,5.058388507,0.44,0.45,1,0.26,0.29,0.21,0.32,0.3,0.27,0.41,0.2,0.33,0.45,0.68,0.45,0.53,0.71,0.17,0.28,0.32,0.39,0.24,0.16,0.2,0.02
Humblecity,3.236255884,0.39,0.48,1,0.26,0.24,0.2,0.18,0.22,0.32,0.39,0.21,0.3,0.38,0.92,0.49,0.51,0.56,0.18,0.59,0.2,0.27,0.19,0.6,0.1,0.06
Denvercity,4.398106795,0.21,0.3,1,0.22,0.42,0.36,0.43,0.45,0.26,0.35,0.47,0.42,0.58,0.85,0.4,0.38,0.54,0.21,0.5,0.37,0.26,0.22,0.43,0.25,0.46
NewBritaintown,3.043706482,0.36,0.39,1,0.31,0.58,0.43,0.68,0.33,0.53,0.62,0.26,0.51,0.64,0.49,0.41,0.36,0.5,0.35,0.74,0.29,0.37,0.49,0.55,0.47,0.17
Randolphtownship,0.26362504,0.56,0.44,0.79,0.87,0.26,0.08,0.31,0.05,0.1,0.12,0.79,0.16,0.36,0.25,0.61,0.91,0.43,0.2,0.85,0.66,0.67,0.27,0.51,0.08,0.11
Hollistercity,3.809333964,0.76,0.5,0,0.35,0.37,0.46,0.38,0.3,0.79,0.65,0.17,0.75,0.46,0.45,0.84,0.65,0.55,0.29,0.81,0.45,0.46,0.62,0.61,0.28,0.02
Oronotown,0.187124739,1,1,0.93,0.27,0.39,0.28,0.45,0.56,0.15,0.17,0.84,0.28,1,0.11,0.35,0.57,0.77,0.3,0.65,0.39,0.32,0.14,0.48,0.05,0.06
ChippewaFallscity,0.28776366,0.35,0.32,1,0.19,0.63,0.42,0.52,0.29,0.54,0.44,0.19,0.43,0.49,0.45,0.4,0.58,0.68,0,0.84,0.5,0.18,0.01,0.83,0.11,0.01
MercerIslandcity,0.419535269,0.41,0.33,1,0.82,0.47,0.04,0.63,0.05,0.02,0.02,1,0.15,0.24,0.36,0.38,0.8,0.21,0.28,0.87,0.76,0.55,0.31,0.36,0.27,0.36
Mesacity,3.091026121,0.45,0.43,1,0.31,0.42,0.17,0.47,0.24,0.17,0.24,0.33,0.29,0.38,0.54,0.54,0.67,0.51,0.12,0,0.53,0.33,0.14,0.24,0.22,0.05
Buffalocity,8.004125158,0.31,0.42,1,0.11,0.57,0.92,0.53,0.68,0.43,0.57,0.24,0.8,0.74,0.62,0.45,0.12,0.29,0.11,0.58,0.29,0.16,0.13,0.8,0.68,0.75
Walltownship,0.352256303,0.49,0.38,0.79,0.57,0.51,0.14,0.6,0.04,0.16,0.26,0.43,0.24,0.38,0.32,0.54,0.85,0.36,0.03,0.74,0.81,0.64,0.1,0.79,0.05,0.12
EastLongmeadowtown,1.179118155,0.55,0.34,0.82,0.49,0.58,0.15,0.72,0.06,0.17,0.25,0.39,0.24,0.31,0.19,0.51,0.85,0.54,0,0.93,0.87,0.24,0.12,0.81,0.09,0.03
Gadsdencity,9.048177378,0.32,0.41,1,0.13,0.78,0.5,0.64,0.54,0.55,0.68,0.15,0.55,0.33,0.61,0.39,0.41,0.4,0.11,0.65,0.58,0.07,0.04,0.88,0.1,0.01
Middletowntown,0.906852204,0.38,0.47,1,0.43,0.4,0.22,0.42,0.17,0.36,0.39,0.42,0.24,0.67,0.49,0.35,0.53,0.68,0.11,0.72,0.39,0.46,0.22,0.6,0.09,0.12
PuntaGordacity,1.781418613,0.15,0.06,1,0.37,1,0.29,1,0.21,0.16,0.25,0.4,0.2,0,0.29,0,0.47,0.43,0.01,0,0.78,0.3,0.14,0.06,0.06,0
SouthOgdencity,0.74774463,0.53,0.49,1,0.36,0.42,0.2,0.63,0.18,0.09,0.2,0.4,0.26,0.3,0.45,0.56,0.7,0.7,0.09,0.84,0.68,0.23,0.08,0.68,0.32,0.13
Bridgeporttown,7.957949166,0.47,0.42,1,0.28,0.51,0.65,0.5,0.45,0.62,0.69,0.18,0.72,0.69,0.6,0.6,0.21,0.45,0.36,0.65,0.3,0.45,0.43,0.51,0.74,0.36
TexasCitycity,2.815482485,0.46,0.47,0.99,0.24,0.46,0.31,0.49,0.44,0.39,0.49,0.14,0.53,0.32,0.75,0.53,0.48,0.42,0.06,0.61,0.54,0.21,0.1,0.76,0.05,0.01
Wyckofftownship,0.291174583,0.64,0.37,1,1,0.43,0.05,0.55,0.03,0.15,0.15,0.75,0.07,0.33,0.09,0.55,0.97,0.24,0.17,0.88,0.95,0.98,0.25,0.55,0.2,0.37
Nashuacity,0.382793892,0.4,0.33,1,0.48,0.35,0.19,0.36,0.16,0.22,0.28,0.46,0.37,0.45,0.48,0.46,0.72,0.62,0.21,0.72,0.48,0.55,0.2,0.33,0.21,0.06
Radcliffcity,1.553761603,0.49,0.53,0,0.22,0.17,0.25,0.82,0.34,0.19,0.28,0.2,0.66,0.26,0.52,0.49,0.63,0.5,0.17,0.44,0.42,0.2,0.21,0.24,0.16,0.01
Burlingtoncity,0.773108896,0.45,0.95,1,0.23,0.38,0.39,0.33,0.51,0.28,0.29,0.56,0.39,1,0.4,0.35,0.41,0.55,0.16,0.81,0.25,0.38,0.12,0.5,0.31,0.19
SouthHadleytown,0.84939981,0.54,0.67,0.97,0.45,0.63,0.19,0.78,0.1,0.17,0.27,0.41,0.16,0.36,0.3,0.41,0.74,0.7,0.23,0.79,0.67,0.42,0.15,0.73,0.08,0.05
Lufkincity,3.335534397,0.46,0.47,0,0.18,0.55,0.37,0.42,0.55,0.47,0.54,0.29,0.39,0.33,0.61,0.54,0.54,0.54,0.14,0.58,0.52,0.19,0.15,0.84,0.11,0.02
Kingstonborough,0.589845694,0.27,0.28,1,0.23,0.77,0.22,0.58,0.23,0.28,0.34,0.37,0.21,0.38,0.36,0.4,0.71,0.4,0.03,0.82,0.46,0.21,0.07,0.9,0.57,0.1
Lindenwoldborough,2.563925491,0.29,0.32,1,0.33,0.29,0.27,0.25,0.2,0.19,0.36,0.25,0.38,0.55,0.69,0.44,0.52,0.58,0.19,0.73,0.31,0.43,0.13,0.5,0.4,0.73
Ewingtownship,0.960978254,0.53,0.54,1,0.52,0.63,0.13,0.78,0.07,0.27,0.35,0.41,0.19,0.56,0.32,0.42,0.74,0.73,0.06,0.89,0.71,0.51,0.17,0.67,0.19,0.13
Angletoncity,2.337267127,0.56,0.45,0,0.34,0.31,0.22,0.35,0.25,0.25,0.33,0.22,0.3,0.26,0.54,0.6,0.7,0.59,0.04,0.53,0.57,0.21,0.07,0.77,0.15,0
Goffstowntown,0.687928159,0.66,0.63,0.61,0.5,0.43,0.05,0.42,0.07,0.23,0.3,0.32,0.34,0.47,0.26,0.51,0.88,0.92,0.01,0.81,0.77,0.44,0.11,0.56,0.03,0.01
GloucesterCitycity,0.722132328,0.49,0.38,1,0.29,0.66,0.42,0.69,0.23,0.44,0.64,0.08,0.36,0.5,0.57,0.6,0.5,0.4,0.01,0.74,0.69,0.32,0.05,0.78,0.48,0.18
Speedwaytown,0.825221478,0.13,0.27,1,0.3,0.6,0.12,0.76,0.15,0.17,0.23,0.27,0.1,0.36,0.73,0.19,0.49,0.8,0,0.78,0.35,0.31,0.04,0.77,0.23,0.09
TwentyninePalms-MorongoValle,4.23116495,0.5,0.54,0,0.16,0.66,0.63,0.68,0.4,0.21,0.41,0.16,0.45,0.48,0.57,0.39,0.6,0.08,0.09,0,0.56,0.3,0.14,0.35,0,0.02
Mequoncity,0.050761018,0.63,0.45,1,0.81,0.38,0.08,0.39,0.04,0.12,0.1,0.8,0.12,0.31,0.1,0.51,0.97,0.37,0.03,0.89,0.93,0.47,0.09,0.68,0.03,0.06
Yukoncity,0.5461997,0.55,0.48,0.99,0.39,0.28,0.08,0.35,0.17,0.19,0.25,0.3,0.28,0.22,0.47,0.56,0.77,0.72,0.05,0.78,0.7,0.25,0.05,0.65,0.07,0.02
SouthMilwaukeecity,0.574379266,0.39,0.34,1,0.34,0.55,0.19,0.67,0.12,0.26,0.35,0.22,0.26,0.38,0.42,0.43,0.66,0.69,0.01,0.93,0.53,0.31,0.09,0.87,0.37,0.16
SanRamoncity,0.334424925,0.49,0.42,1,0.86,0.1,0.06,0.23,0.03,0.03,0.05,0.7,0.11,0.37,0.47,0.53,0.83,0.56,0.2,0.81,0.64,0.9,0.3,0.48,0.26,0.11
SouthBrunswicktownship,0.648509272,0.48,0.27,0.86,0.7,0.2,0.05,0.26,0.06,0.14,0.15,0.65,0.17,0.35,0.33,0.53,0.88,0.47,0.22,0.79,0.71,0.73,0.34,0.48,0.05,0.36
Annapoliscity,5.972217393,0.29,0.33,1,0.39,0.38,0.32,0.58,0.31,0.23,0.33,0.53,0.32,0.6,0.78,0.38,0.23,0.74,0.08,0.69,0.35,0.5,0.1,0.56,0.44,0.28
Natchitochescity,3.341059903,0.68,0.92,0,0.05,0.51,0.86,0.43,1,0.59,0.57,0.35,1,0.84,0.5,0.62,0.16,0.58,0.02,0.48,0.43,0.11,0.02,0.87,0.14,0
Barnstabletown,7.559594487,0.34,0.27,0.83,0.36,0.64,0.26,0.71,0.17,0.09,0.17,0.45,0.46,0.38,0.5,0.33,0.57,0.52,0.15,0,0.66,0.55,0.16,0.69,0.06,0.07
Madisonvillecity,4.344016479,0.35,0.38,0,0.16,0.63,0.5,0.57,0.49,0.64,0.57,0.23,0.61,0.27,0.62,0.36,0.51,0.43,0.01,0.65,0.58,0.1,0.02,0.81,0.1,0.01
Arkadelphiacity,0.24879681,0.57,1,0,0.09,0.57,0.48,0.52,0.75,0.44,0.48,0.48,0.34,0.8,0.33,0.34,0.41,0.6,0.03,0.69,0.44,0.1,0.05,0.74,0.12,0.03
Brandoncity,0.970868713,0.55,0.51,1,0.48,0.3,0.13,0.4,0.18,0.16,0.23,0.55,0.17,0.29,0.37,0.55,0.74,0.68,0,0.89,0.77,0.16,0.03,0.7,0.08,0
LowerMorelandtownship,0.343739094,0.53,0.43,1,0.81,0.52,0.1,0.48,0.05,0.08,0.13,0.66,0.11,0.34,0.07,0.53,0.95,0.33,0.1,0.95,0.89,0.35,0.26,0.82,0.13,0.3
Wauwatosacity,0.720361352,0.35,0.25,1,0.47,0.66,0.1,0.64,0.07,0.15,0.17,0.63,0.07,0.35,0.28,0.38,0.81,0.68,0.04,0.95,0.63,0.41,0.11,0.8,0.31,0.15
BaldwinParkcity,2.59689822,1,0.62,1,0.35,0.24,0.67,0.26,0.41,0.94,0.88,0.14,0.55,0.64,0.42,1,0.6,0.26,1,0.89,0.52,0.57,1,0.42,0.88,0.23
Lauderhillcity,4.847578006,0.28,0.26,1,0.25,0.64,0.21,0.33,0.26,0.18,0.35,0.3,0.33,0.38,0.63,0.34,0.36,0.69,0.59,0.15,0.49,0.45,0.61,0.19,0.57,0.18
Adacity,2.234169598,0.29,0.61,0,0.07,0.69,0.48,0.47,0.61,0.44,0.51,0.37,0.55,0.42,0.57,0.32,0.46,0.54,0.07,0.48,0.46,0.1,0.03,0.75,0.1,0.01
NorthHuntingdontownship,0.433989024,0.49,0.4,0.9,0.34,0.61,0.17,0.81,0.13,0.21,0.28,0.25,0.39,0.3,0.19,0.47,0.87,0.36,0,0.93,0.87,0.23,0.04,0.98,0.09,0.06
Marshalltowncity,1.698946268,0.37,0.37,0,0.26,0.54,0.29,0.46,0.24,0.26,0.32,0.27,0.24,0.3,0.53,0.38,0.63,0.72,0.02,0.76,0.62,0.16,0.04,0.84,0.14,0.03
Havelockcity,1.14622604,0.92,0.67,0,0.21,0.04,0.11,0.25,0.27,0.08,0.14,0.19,0.32,0.52,0.3,0.63,0.86,0.17,0.1,0.72,0.11,0.3,0.1,0.15,0.11,0.04
Wilmingtontown,1.846526,0.71,0.43,1,0.67,0.43,0.16,0.58,0.05,0.15,0.27,0.32,0.37,0.46,0.18,0.72,0.9,0.58,0.03,0.95,0.95,0.57,0.12,0.92,0.09,0.17
Freeholdborough,2.80632143,0.52,0.36,1,0.47,0.53,0.25,0.51,0.2,0.36,0.45,0.34,0.41,0.54,0.49,0.6,0.57,0.46,0.3,0.8,0.5,0.57,0.21,0.63,0.45,0.28
Texarkanacity,5.7271248,0.41,0.45,1,0.12,0.56,0.45,0.39,0.67,0.46,0.57,0.18,0.46,0.36,0.71,0.46,0.33,0.4,0.05,0.51,0.51,0.16,0.02,0.44,0.11,0.01
Laurinburgcity,3.951568346,0.47,0.66,0,0.08,0.68,1,0.49,0.78,0.66,0.71,0.23,0.86,0.65,0.62,0.51,0.08,0.56,0.07,0.69,0.41,0.1,0.03,0.8,0.13,0.02
Ryecity,0.199045186,0.49,0.32,1,0.96,0.44,0.07,0.39,0.09,0.09,0.15,0.84,0.1,0.37,0.22,0.51,0.9,0,1,0.89,0.67,0.89,0.69,0.52,0.22,1
Northglenncity,1.451207692,0.5,0.45,1,0.38,0.24,0.21,0.46,0.13,0.12,0.28,0.21,0.31,0.39,0.63,0.53,0.63,0.74,0.02,0.78,0.56,0.31,0.1,0.48,0.33,0.14
BoulderCitycity,1.261557589,0.36,0.37,0,0.37,0.74,0.07,1,0.16,0.13,0.28,0.35,0.26,0.2,0.47,0.29,0.67,0.54,0.02,0.71,0.7,0.46,0.09,0.04,0.03,0.02
Boonetown,0.642408151,0.72,1,0,0.03,0.3,0.11,0.15,1,0.32,0.36,0.71,0.5,1,0.09,0.2,0.61,0.7,0.04,0.56,0.17,0.25,0.04,0.61,0.2,0.02
Cerritoscity,3.711459898,0.9,0.62,1,0.78,0.14,0.27,0.26,0.09,0.12,0.16,0.6,0.18,0.48,0.25,0.89,0.86,0.6,0.65,0.94,0.83,1,1,0.37,0.52,0.05
EastChicagocity,40.77306393,0.52,0.54,1,0.13,0.64,0.79,0.66,0.68,0.71,0.75,0.08,1,0.67,0.66,0.69,0.11,0.11,0.15,0.58,0.32,0.11,0.34,0.61,0.24,0.23
Hillsborocity,0.958855409,0.58,0.44,1,0.35,0.35,0.26,0.4,0.21,0.27,0.3,0.3,0.22,0.35,0.56,0.59,0.65,0.65,0.43,0.87,0.49,0.33,0.27,0.44,0.16,0.2
Davenportcity,6.501712953,0.39,0.42,1,0.24,0.47,0.38,0.52,0.41,0.24,0.36,0.31,0.4,0.44,0.55,0.46,0.49,0.56,0.07,0.69,0.53,0.2,0.07,0.65,0.13,0.06
Spartatownship,0.272737283,0.58,0.43,0,0.85,0.28,0.09,0.43,0.03,0.06,0.09,0.7,0.2,0.3,0.22,0.58,0.92,0.32,0.03,0.65,0.87,0.67,0.14,0.56,0.03,0.17
Friendswoodcity,0.887805061,0.59,0.49,1,0.64,0.19,0.07,0.35,0.06,0.06,0.1,0.56,0.19,0.26,0.4,0.58,0.82,0.5,0.04,0.88,0.72,0.43,0.12,0.54,0.09,0.05
HarkerHeightscity,3.410411357,0.5,0.51,1,0.24,0.14,0.22,0.5,0.29,0.12,0.19,0.43,0.24,0.22,0.48,0.48,0.7,0.41,0.06,0.56,0.43,0.23,0.19,0.28,0.09,0.01
Sunnysidecity,3.990888785,0.76,0.58,0,0.15,0.53,0.81,0.3,0.74,1,0.95,0.15,1,0.5,0.47,0.9,0.44,0.37,0.58,0.87,0.45,0.16,0.67,0.44,0.26,0.01
Beevillecity,2.990213718,0.56,0.55,0,0.14,0.47,0.64,0.26,0.81,0.84,0.7,0.18,0.84,0.4,0.59,0.72,0.49,0.29,0.02,0.38,0.49,0.13,0.06,0.87,0.18,0
Magnoliacity,2.087812314,0.41,0.61,0,0.11,0.59,0.55,0.38,0.67,0.45,0.54,0.27,0.43,0.47,0.54,0.43,0.41,0.59,0.05,0.65,0.51,0.08,0.04,0.72,0.11,0.01
GrandTerracecity,1.31985594,0.54,0.39,1,0.55,0.28,0.3,0.5,0.08,0.09,0.19,0.43,0.23,0.33,0.53,0.54,0.72,0.5,0.14,0.82,0.66,0.59,0.28,0.53,0.26,0.04
Strongsvillecity,0.256637287,0.55,0.42,1,0.65,0.3,0.06,0.36,0.05,0.08,0.16,0.49,0.18,0.27,0.24,0.58,0.93,0.45,0.07,0.76,0.81,0.36,0.16,0.76,0.12,0.16
Arlingtoncity,3.288704051,0.41,0.42,1,0.39,0.13,0.11,0.22,0.21,0.12,0.19,0.48,0.29,0.43,0.61,0.5,0.7,0.6,0.24,0.55,0.4,0.32,0.22,0.5,0.23,0.01
Westboroughtown,1.393345656,0.42,0.32,0.79,0.53,0.38,0.1,0.42,0.08,0.13,0.14,0.65,0.24,0.46,0.38,0.47,0.86,0.64,0.12,0.75,0.54,0.69,0.22,0.65,0.06,0.04
SouthKingstowntown,0.41323186,0.79,1,0,0.41,0.46,0.21,0.57,0.17,0.15,0.23,0.63,0.31,0.78,0.24,0.48,0.75,0.57,0.28,0,0.65,0.44,0.17,0.55,0.04,0.05
FortLauderdalecity,5.915761759,0.23,0.24,1,0.26,0.55,0.23,0.35,0.45,0.31,0.44,0.34,0.42,0.62,0.85,0.34,0.28,0.51,0.4,0.21,0.44,0.36,0.52,0.2,0.4,0.26
Gilroycity,3.350817694,0.78,0.51,0,0.48,0.3,0.59,0.32,0.33,0.55,0.55,0.25,0.51,0.49,0.54,0.83,0.6,0.51,0.37,0.93,0.47,0.59,0.46,0.6,0.26,0.08
McKinneycity,5.016367504,0.52,0.54,0,0.26,0.43,0.37,0.26,0.46,0.46,0.54,0.29,0.35,0.41,0.6,0.53,0.57,0.59,0.16,0.54,0.45,0.29,0.13,0.72,0.04,0.01
ColonialHeightscity,1.008551891,0.37,0.39,1,0.38,0.55,0.13,0.84,0.14,0.3,0.37,0.26,0.2,0.27,0.49,0.35,0.68,0.67,0.05,0.89,0.68,0.3,0.12,0.61,0.18,0.02
Carrolltoncity,0.912579426,0.46,0.33,1,0.56,0.07,0.05,0.09,0.11,0.14,0.15,0.61,0.2,0.3,0.55,0.49,0.77,0.62,0.22,0.69,0.52,0.42,0.34,0.41,0.2,0.08
Orangecity,5.217316766,0.42,0.43,0,0.18,0.62,0.49,0.62,0.6,0.35,0.5,0.27,0.54,0.29,0.66,0.48,0.4,0.26,0.04,0.43,0.52,0.17,0.04,0.66,0.07,0
Enfieldtown,0.419199424,0.54,0.32,0.97,0.54,0.43,0.17,0.57,0.06,0.22,0.36,0.27,0.21,0.48,0.34,0.49,0.77,0.7,0.08,0.87,0.73,0.54,0.15,0.45,0.11,0.07
Pequannocktownship,0.573873606,0.62,0.39,1,0.71,0.49,0.1,0.46,0.02,0.23,0.23,0.46,0.18,0.41,0.16,0.63,0.9,0.52,0.11,0.94,0.89,0.6,0.18,0.71,0.15,0.16
Christiansburgtown,0.560122791,0.36,0.39,0,0.24,0.46,0.33,0.4,0.28,0.56,0.55,0.26,0.21,0.28,0.58,0.35,0.62,0.74,0,0.86,0.61,0.19,0.01,0.76,0.09,0.01
Suffolkcity,3.874308665,0.53,0.4,0.75,0.24,0.52,0.51,0.58,0.45,0.61,0.63,0.18,0.45,0.37,0.5,0.55,0.48,0.57,0.01,0.7,0.62,0.16,0.02,0.78,0.01,0.09
Stoningtontown,0.215232958,0.31,0.29,0.19,0.46,0.54,0.16,0.66,0.1,0.27,0.33,0.42,0.29,0.37,0.42,0.35,0.75,0.6,0.03,0.52,0.63,0.45,0.17,0.33,0.04,0.05
TempleCitycity,2.296208042,0.52,0.41,1,0.45,0.45,0.24,0.48,0.13,0.21,0.28,0.34,0.26,0.44,0.5,0.56,0.67,0.46,0.65,0.85,0.56,0.63,0.72,0.48,0.65,0.16
Laredocity,2.868483258,1,0.67,1,0.11,0.39,0.82,0.17,1,1,0.91,0.17,0.77,0.48,0.36,1,0.64,0.09,0.57,0.78,0.5,0.15,0.73,0.69,0.31,0.2
Renocity,2.818453456,0.28,0.34,1,0.28,0.37,0.2,0.36,0.3,0.18,0.3,0.35,0.33,0.51,0.97,0.35,0.5,0.65,0.45,0.74,0.28,0.36,0.35,0.17,0.19,0.29
FortLeeborough,1.873033052,0.15,0.11,1,0.57,0.55,0.12,0.39,0.15,0.28,0.24,0.69,0.27,0.36,0.39,0.26,0.8,0,1,0.61,0.49,0.7,1,0.17,1,1
Brecksvillecity,0.236833319,0.5,0.27,1,0.69,0.48,0.03,0.69,0.04,0.08,0.14,0.68,0.19,0.29,0.3,0.45,0.97,0.28,0.04,0.9,0.87,0.59,0.15,0.77,0.05,0.2
Burlingamecity,1.199232705,0.19,0.18,1,0.51,0.47,0.08,0.49,0.11,0.16,0.18,0.54,0.12,0.47,0.62,0.3,0.7,0.64,0.57,0.84,0.35,0.68,0.57,0.49,0.52,0.43
Beltoncity,0.832524499,0.54,0.42,1,0.32,0.23,0.17,0.42,0.17,0.18,0.32,0.17,0.33,0.24,0.6,0.56,0.7,0.62,0.03,0.74,0.63,0.26,0.05,0.57,0.12,0.02
VirginiaBeachcity,1.257235885,0.57,0.45,0.99,0.41,0.2,0.13,0.51,0.14,0.1,0.19,0.41,0.2,0.42,0.48,0.55,0.76,0.53,0.11,0.69,0.55,0.44,0.15,0.31,0.13,0.04
Elizabethtowncity,1.990222164,0.35,0.4,0,0.19,0.51,0.37,0.64,0.38,0.48,0.44,0.31,0.39,0.3,0.62,0.38,0.54,0.54,0.1,0.7,0.52,0.16,0.06,0.73,0.07,0.01
Reidsvillecity,2.157048036,0.31,0.38,0,0.16,0.69,0.41,0.72,0.49,0.63,0.68,0.23,0.38,0.4,0.69,0.37,0.26,0.7,0,0.78,0.49,0.09,0.01,0.86,0.13,0
Easleycity,2.306528457,0.39,0.41,0,0.25,0.56,0.33,0.44,0.27,0.58,0.63,0.25,0.31,0.3,0.5,0.4,0.61,0.73,0.07,0.75,0.64,0.15,0.03,0.78,0.13,0
WarnerRobinscity,1.143246995,0.42,0.43,1,0.3,0.28,0.31,0.79,0.3,0.22,0.32,0.22,0.33,0.33,0.68,0.48,0.54,0.64,0.04,0.7,0.47,0.25,0.08,0.53,0.22,0
Tampacity,26.41550204,0.33,0.37,1,0.18,0.52,0.45,0.43,0.51,0.39,0.51,0.29,0.41,0.52,0.85,0.41,0.31,0.56,0.12,0.52,0.45,0.26,0.23,0.42,0.21,0.18
Dovercity,0.426848735,0.32,0.38,1,0.33,0.42,0.19,0.55,0.24,0.23,0.28,0.39,0.34,0.56,0.47,0.35,0.61,0.78,0.11,0.66,0.38,0.42,0.11,0.45,0.08,0.08
Gladstonecity,1.164071785,0.35,0.35,1,0.42,0.38,0.07,0.47,0.08,0.14,0.19,0.36,0.14,0.27,0.48,0.36,0.72,0.81,0,0.82,0.63,0.29,0.04,0.6,0.27,0.09
CostaMesacity,1.97073945,0.4,0.33,1,0.47,0.24,0.19,0.26,0.23,0.25,0.27,0.44,0.22,0.71,0.75,0.46,0.55,0.58,0.78,0.8,0.25,0.77,0.64,0.39,0.52,0.17
Penntownship,0.453751622,0.57,0.42,0.7,0.36,0.53,0.16,0.62,0.08,0.26,0.29,0.33,0.35,0.27,0.13,0.56,0.94,0.38,0,0.92,0.93,0.2,0.03,0.95,0.04,0.03
Seguincity,3.291931618,0.6,0.54,0,0.14,0.56,0.6,0.47,0.74,0.91,0.8,0.19,0.58,0.48,0.55,0.65,0.46,0.49,0.01,0.53,0.5,0.16,0.13,0.88,0.13,0
NorthLittleRockcity,4.291886968,0.34,0.39,1,0.2,0.54,0.35,0.48,0.45,0.34,0.46,0.27,0.32,0.32,0.74,0.4,0.4,0.61,0.02,0.66,0.5,0.18,0.03,0.77,0.13,0.09
Murfreesborocity,3.306362952,0.43,0.71,0,0.24,0.37,0.25,0.32,0.42,0.36,0.39,0.43,0.36,0.68,0.48,0.42,0.53,0.68,0.11,0.65,0.35,0.25,0.08,0.65,0.12,0.01
Snydercity,3.179591457,0.5,0.49,0,0.2,0.51,0.31,0.41,0.49,0.52,0.63,0.16,0.51,0.25,0.38,0.57,0.74,0.28,0.06,0.32,0.66,0.14,0.08,0.88,0.13,0.02
Gillettecity,1.567214277,0.53,0.47,0,0.39,0.13,0.17,0.11,0.25,0.08,0.17,0.28,0.31,0.31,0.57,0.62,0.7,0.52,0.03,0.5,0.56,0.22,0.01,0.32,0.11,0.11
Nicevillecity,0.885745465,0.45,0.47,1,0.33,0.33,0.18,1,0.21,0.17,0.23,0.35,0.35,0.27,0.46,0.42,0.74,0.72,0.07,0.7,0.6,0.24,0.15,0.15,0.08,0.02
BayCitycity,2.488468257,0.48,0.47,0,0.23,0.36,0.36,0.24,0.59,0.54,0.51,0.23,0.51,0.32,0.58,0.59,0.56,0.26,0.07,0.18,0.41,0.19,0.14,0.77,0.21,0
Bellefontainecity,1.109762454,0.39,0.46,0,0.22,0.47,0.49,0.39,0.35,0.22,0.45,0.14,0.51,0.33,0.69,0.47,0.54,0.6,0.18,0.72,0.5,0.17,0.05,0.87,0.17,0.01
Marshfieldtown,0.725629602,0.54,0.4,0,0.62,0.3,0.17,0.42,0.08,0.04,0.09,0.53,0.41,0.45,0.35,0.63,0.78,0.57,0.03,0.36,0.75,0.62,0.07,0.81,0.06,0.13
Lebanoncity,0.615910386,0.29,0.29,0,0.34,0.41,0.15,0.27,0.15,0.2,0.29,0.43,0.14,0.4,0.56,0.35,0.62,0.75,0.12,0.61,0.4,0.4,0.09,0.54,0.02,0.04
